/home/server/WSN-Projects/riot-exercises/RIOT/dist/tools/pyterm/pyterm -p "/dev/ttyACM0" -b "115200" -ln "/tmp/pyterm-server" -rn "2025-07-10_16.24.59-pkt_logger-feather-nrf52840-sense"  
2025-07-10 16:24:59,423 # Connect to serial port /dev/ttyACM0
Welcome to pyterm!
Type '/exit' to exit.
2025-07-10 16:25:00,428 # shell: command not found: r
> 2025-07-10 16:25:00,429 # 
> 2025-07-10 16:25:09,445 # main(): This is Rr
2025-07-10 16:25:09,446 # shell: command not found: main():
> 2025-07-10 16:25:09,446 # 
> 2025-07-10 16:25:09,446 # status
2025-07-10 16:25:09,447 # Targets (0):
2025-07-10 16:25:09,447 # Sender running: false
2025-07-10 16:30:55,604 # -71,88
2025-07-10 16:30:55,703 # -71,88
2025-07-10 16:30:55,804 # -70,92
2025-07-10 16:30:55,904 # -70,92
2025-07-10 16:30:56,004 # -70,92
2025-07-10 16:30:56,107 # -70,92
2025-07-10 16:30:56,212 # -70,92
2025-07-10 16:30:56,307 # -70,92
2025-07-10 16:30:56,408 # -70,92
2025-07-10 16:30:56,509 # -70,92
2025-07-10 16:30:56,610 # -71,88
2025-07-10 16:30:56,708 # -70,92
2025-07-10 16:30:56,810 # -70,92
2025-07-10 16:30:56,912 # -70,92
2025-07-10 16:30:57,012 # -70,92
2025-07-10 16:30:57,116 # -70,92
2025-07-10 16:30:57,213 # -70,92
2025-07-10 16:30:57,313 # -70,92
2025-07-10 16:30:57,415 # -70,92
2025-07-10 16:30:57,513 # -70,92
2025-07-10 16:30:57,614 # -70,92
2025-07-10 16:30:57,716 # -69,96
2025-07-10 16:30:57,817 # -70,92
2025-07-10 16:30:57,916 # -70,92
2025-07-10 16:30:58,017 # -70,92
2025-07-10 16:30:58,125 # -70,92
2025-07-10 16:30:58,218 # -70,92
2025-07-10 16:30:58,318 # -70,92
2025-07-10 16:30:58,420 # -70,92
2025-07-10 16:30:58,519 # -70,92
2025-07-10 16:30:58,621 # -70,92
2025-07-10 16:30:58,720 # -71,88
2025-07-10 16:30:58,822 # -71,88
2025-07-10 16:30:58,922 # -71,88
2025-07-10 16:30:59,023 # -71,88
2025-07-10 16:30:59,123 # -70,92
2025-07-10 16:30:59,223 # -71,88
2025-07-10 16:30:59,324 # -72,84
2025-07-10 16:30:59,424 # -72,84
2025-07-10 16:30:59,526 # -71,88
2025-07-10 16:30:59,626 # -70,92
2025-07-10 16:30:59,728 # -69,96
2025-07-10 16:30:59,826 # -69,96
2025-07-10 16:30:59,928 # -73,80
2025-07-10 16:31:00,027 # -70,92
2025-07-10 16:31:00,129 # -70,92
2025-07-10 16:31:00,228 # -70,92
2025-07-10 16:31:00,331 # -69,96
2025-07-10 16:31:00,430 # -73,80
2025-07-10 16:31:00,531 # -72,84
2025-07-10 16:31:00,633 # -70,92
2025-07-10 16:31:00,639 # -70,92
2025-07-10 16:31:00,732 # -70,92
2025-07-10 16:31:00,834 # -71,88
2025-07-10 16:31:00,933 # -71,88
2025-07-10 16:31:01,034 # -71,88
2025-07-10 16:31:01,134 # -71,88
2025-07-10 16:31:01,241 # -71,88
2025-07-10 16:31:01,336 # -71,88
2025-07-10 16:31:01,435 # -73,80
2025-07-10 16:31:01,537 # -71,88
2025-07-10 16:31:01,636 # -70,92
2025-07-10 16:31:01,738 # -74,76
2025-07-10 16:31:01,839 # -71,88
2025-07-10 16:31:01,938 # -73,80
2025-07-10 16:31:02,040 # -72,84
2025-07-10 16:31:02,140 # -72,84
2025-07-10 16:31:02,240 # -72,84
2025-07-10 16:31:02,341 # -71,88
2025-07-10 16:31:02,442 # -70,92
2025-07-10 16:31:02,542 # -70,92
2025-07-10 16:31:02,643 # -71,88
2025-07-10 16:31:02,743 # -72,84
2025-07-10 16:31:02,843 # -72,84
2025-07-10 16:31:02,945 # -72,84
2025-07-10 16:31:03,045 # -72,84
2025-07-10 16:31:03,146 # -72,84
2025-07-10 16:31:03,247 # -72,84
2025-07-10 16:31:03,346 # -72,84
2025-07-10 16:31:03,350 # -72,84
2025-07-10 16:31:03,448 # -73,80
2025-07-10 16:31:03,452 # -73,80
2025-07-10 16:31:03,547 # -72,84
2025-07-10 16:31:03,649 # -72,84
2025-07-10 16:31:03,750 # -72,84
2025-07-10 16:31:03,851 # -72,84
2025-07-10 16:31:03,951 # -72,84
2025-07-10 16:31:04,050 # -72,84
2025-07-10 16:31:04,151 # -72,84
2025-07-10 16:31:04,251 # -71,88
2025-07-10 16:31:04,354 # -71,88
2025-07-10 16:31:04,455 # -71,88
2025-07-10 16:31:04,554 # -71,88
2025-07-10 16:31:04,655 # -71,88
2025-07-10 16:31:04,755 # -71,88
2025-07-10 16:31:04,857 # -70,92
2025-07-10 16:31:04,957 # -70,92
2025-07-10 16:31:05,057 # -70,92
2025-07-10 16:31:05,158 # -70,92
2025-07-10 16:31:05,259 # -70,92
2025-07-10 16:31:05,357 # -71,88
2025-07-10 16:31:05,458 # -70,92
2025-07-10 16:31:05,560 # -71,88
2025-07-10 16:31:05,660 # -71,88
2025-07-10 16:31:05,762 # -71,88
2025-07-10 16:31:05,862 # -71,88
2025-07-10 16:31:05,962 # -71,88
2025-07-10 16:31:06,064 # -71,88
2025-07-10 16:31:06,164 # -71,88
2025-07-10 16:31:06,263 # -71,88
2025-07-10 16:31:06,365 # -72,84
2025-07-10 16:31:06,466 # -72,84
2025-07-10 16:31:06,566 # -73,80
2025-07-10 16:31:06,667 # -74,76
2025-07-10 16:31:06,766 # -74,76
2025-07-10 16:31:06,867 # -74,76
2025-07-10 16:31:06,967 # -75,72
2025-07-10 16:31:07,068 # -74,76
2025-07-10 16:31:07,169 # -75,72
2025-07-10 16:31:07,271 # -75,72
2025-07-10 16:31:07,371 # -75,72
2025-07-10 16:31:07,471 # -75,72
2025-07-10 16:31:07,573 # -75,72
2025-07-10 16:31:07,672 # -76,68
2025-07-10 16:31:07,777 # -76,68
2025-07-10 16:31:07,872 # -77,64
2025-07-10 16:31:07,974 # -76,68
2025-07-10 16:31:08,078 # -76,68
2025-07-10 16:31:08,175 # -76,68
2025-07-10 16:31:08,274 # -76,68
2025-07-10 16:31:08,376 # -76,68
2025-07-10 16:31:08,477 # -76,68
2025-07-10 16:31:08,583 # -76,68
2025-07-10 16:31:08,677 # -76,68
2025-07-10 16:31:08,777 # -75,72
2025-07-10 16:31:08,878 # -76,68
2025-07-10 16:31:08,979 # -76,68
2025-07-10 16:31:09,079 # -75,72
2025-07-10 16:31:09,180 # -75,72
2025-07-10 16:31:09,281 # -75,72
2025-07-10 16:31:09,381 # -76,68
2025-07-10 16:31:09,482 # -75,72
2025-07-10 16:31:09,584 # -75,72
2025-07-10 16:31:09,684 # -74,76
2025-07-10 16:31:09,784 # -75,72
2025-07-10 16:31:09,883 # -75,72
2025-07-10 16:31:09,986 # -75,72
2025-07-10 16:31:10,085 # -75,72
2025-07-10 16:31:10,186 # -75,72
2025-07-10 16:31:10,287 # -75,72
2025-07-10 16:31:10,387 # -75,72
2025-07-10 16:31:10,486 # -76,68
2025-07-10 16:31:10,489 # -75,72
2025-07-10 16:31:10,589 # -76,68
2025-07-10 16:31:10,690 # -76,68
2025-07-10 16:31:10,788 # -75,72
2025-07-10 16:31:10,891 # -75,72
2025-07-10 16:31:10,990 # -75,72
2025-07-10 16:31:11,092 # -75,72
2025-07-10 16:31:11,192 # -75,72
2025-07-10 16:31:11,292 # -75,72
2025-07-10 16:31:11,393 # -75,72
2025-07-10 16:31:11,494 # -75,72
2025-07-10 16:31:11,594 # -76,68
2025-07-10 16:31:11,695 # -75,72
2025-07-10 16:31:11,795 # -76,68
2025-07-10 16:31:11,897 # -75,72
2025-07-10 16:31:11,996 # -75,72
2025-07-10 16:31:12,098 # -74,76
2025-07-10 16:31:12,198 # -75,72
2025-07-10 16:31:12,298 # -74,76
2025-07-10 16:31:12,398 # -74,76
2025-07-10 16:31:12,499 # -74,76
2025-07-10 16:31:12,599 # -74,76
2025-07-10 16:31:12,704 # -74,76
2025-07-10 16:31:12,800 # -74,76
2025-07-10 16:31:12,900 # -74,76
2025-07-10 16:31:13,001 # -74,76
2025-07-10 16:31:13,103 # -74,76
2025-07-10 16:31:13,202 # -74,76
2025-07-10 16:31:13,307 # -74,76
2025-07-10 16:31:13,405 # -74,76
2025-07-10 16:31:13,506 # -73,80
2025-07-10 16:31:13,605 # -74,76
2025-07-10 16:31:13,707 # -73,80
2025-07-10 16:31:13,806 # -74,76
2025-07-10 16:31:13,813 # -74,76
2025-07-10 16:31:13,908 # -73,80
2025-07-10 16:31:14,008 # -74,76
2025-07-10 16:31:14,109 # -74,76
2025-07-10 16:31:14,208 # -74,76
2025-07-10 16:31:14,309 # -74,76
2025-07-10 16:31:14,410 # -74,76
2025-07-10 16:31:14,412 # -74,76
2025-07-10 16:31:14,510 # -74,76
2025-07-10 16:31:14,612 # -75,72
2025-07-10 16:31:14,712 # -74,76
2025-07-10 16:31:14,812 # -74,76
2025-07-10 16:31:14,913 # -73,80
2025-07-10 16:31:15,013 # -73,80
2025-07-10 16:31:15,115 # -74,76
2025-07-10 16:31:15,215 # -75,72
2025-07-10 16:31:15,316 # -74,76
2025-07-10 16:31:15,415 # -74,76
2025-07-10 16:31:15,517 # -75,72
2025-07-10 16:31:15,616 # -75,72
2025-07-10 16:31:15,722 # -74,76
2025-07-10 16:31:15,816 # -75,72
2025-07-10 16:31:15,918 # -74,76
2025-07-10 16:31:15,924 # -74,76
2025-07-10 16:31:16,019 # -75,72
2025-07-10 16:31:16,120 # -74,76
2025-07-10 16:31:16,220 # -74,76
2025-07-10 16:31:16,322 # -74,76
2025-07-10 16:31:16,422 # -74,76
2025-07-10 16:31:16,522 # -74,76
2025-07-10 16:31:16,622 # -74,76
2025-07-10 16:31:16,722 # -74,76
2025-07-10 16:31:16,824 # -74,76
2025-07-10 16:31:16,924 # -74,76
2025-07-10 16:31:17,025 # -75,72
2025-07-10 16:31:17,126 # -75,72
2025-07-10 16:31:17,226 # -75,72
2025-07-10 16:31:17,325 # -75,72
2025-07-10 16:31:17,426 # -74,76
2025-07-10 16:31:17,526 # -74,76
2025-07-10 16:31:17,627 # -74,76
2025-07-10 16:31:17,728 # -74,76
2025-07-10 16:31:17,829 # -73,80
2025-07-10 16:31:17,929 # -73,80
2025-07-10 16:31:18,031 # -74,76
2025-07-10 16:31:18,131 # -74,76
2025-07-10 16:31:18,232 # -74,76
2025-07-10 16:31:18,333 # -74,76
2025-07-10 16:31:18,433 # -73,80
2025-07-10 16:31:18,532 # -74,76
2025-07-10 16:31:18,632 # -74,76
2025-07-10 16:31:18,733 # -74,76
2025-07-10 16:31:18,835 # -73,80
2025-07-10 16:31:18,935 # -73,80
2025-07-10 16:31:18,938 # -74,76
2025-07-10 16:31:19,035 # -73,80
2025-07-10 16:31:19,140 # -73,80
2025-07-10 16:31:19,238 # -74,76
2025-07-10 16:31:19,345 # -75,72
2025-07-10 16:31:19,437 # -75,72
2025-07-10 16:31:19,537 # -75,72
2025-07-10 16:31:19,638 # -74,76
2025-07-10 16:31:19,739 # -74,76
2025-07-10 16:31:19,841 # -73,80
2025-07-10 16:31:19,942 # -73,80
2025-07-10 16:31:20,042 # -73,80
2025-07-10 16:31:20,141 # -73,80
2025-07-10 16:31:20,146 # -73,80
2025-07-10 16:31:20,241 # -73,80
2025-07-10 16:31:20,342 # -73,80
2025-07-10 16:31:20,446 # -73,80
2025-07-10 16:31:20,545 # -73,80
2025-07-10 16:31:20,645 # -73,80
2025-07-10 16:31:20,745 # -73,80
2025-07-10 16:31:20,845 # -73,80
2025-07-10 16:31:20,946 # -73,80
2025-07-10 16:31:21,046 # -73,80
2025-07-10 16:31:21,148 # -73,80
2025-07-10 16:31:21,249 # -73,80
2025-07-10 16:31:21,349 # -73,80
2025-07-10 16:31:21,450 # -73,80
2025-07-10 16:31:21,550 # -73,80
2025-07-10 16:31:21,650 # -73,80
2025-07-10 16:31:21,751 # -73,80
2025-07-10 16:31:21,853 # -73,80
2025-07-10 16:31:21,953 # -72,84
2025-07-10 16:31:22,052 # -72,84
2025-07-10 16:31:22,153 # -73,80
2025-07-10 16:31:22,254 # -72,84
2025-07-10 16:31:22,354 # -72,84
2025-07-10 16:31:22,456 # -73,80
2025-07-10 16:31:22,556 # -72,84
2025-07-10 16:31:22,656 # -72,84
2025-07-10 16:31:22,757 # -72,84
2025-07-10 16:31:22,857 # -72,84
2025-07-10 16:31:22,957 # -72,84
2025-07-10 16:31:23,057 # -72,84
2025-07-10 16:31:23,159 # -72,84
2025-07-10 16:31:23,261 # -73,80
2025-07-10 16:31:23,360 # -73,80
2025-07-10 16:31:23,460 # -72,84
2025-07-10 16:31:23,561 # -73,80
2025-07-10 16:31:23,662 # -72,84
2025-07-10 16:31:23,762 # -73,80
2025-07-10 16:31:23,863 # -73,80
2025-07-10 16:31:23,964 # -74,76
2025-07-10 16:31:24,064 # -74,76
2025-07-10 16:31:24,166 # -73,80
2025-07-10 16:31:24,265 # -73,80
2025-07-10 16:31:24,365 # -73,80
2025-07-10 16:31:24,467 # -73,80
2025-07-10 16:31:24,567 # -72,84
2025-07-10 16:31:24,669 # -73,80
2025-07-10 16:31:24,769 # -73,80
2025-07-10 16:31:24,868 # -72,84
2025-07-10 16:31:24,969 # -72,84
2025-07-10 16:31:25,070 # -73,80
2025-07-10 16:31:25,170 # -73,80
2025-07-10 16:31:25,271 # -73,80
2025-07-10 16:31:25,371 # -73,80
2025-07-10 16:31:25,472 # -74,76
2025-07-10 16:31:25,572 # -73,80
2025-07-10 16:31:25,672 # -72,84
2025-07-10 16:31:25,773 # -73,80
2025-07-10 16:31:25,874 # -73,80
2025-07-10 16:31:25,974 # -74,76
2025-07-10 16:31:26,076 # -74,76
2025-07-10 16:31:26,184 # -74,76
2025-07-10 16:31:26,277 # -74,76
2025-07-10 16:31:26,377 # -74,76
2025-07-10 16:31:26,479 # -74,76
2025-07-10 16:31:26,579 # -73,80
2025-07-10 16:31:26,679 # -74,76
2025-07-10 16:31:26,780 # -74,76
2025-07-10 16:31:26,880 # -74,76
2025-07-10 16:31:26,981 # -74,76
2025-07-10 16:31:27,080 # -74,76
2025-07-10 16:31:27,182 # -74,76
2025-07-10 16:31:27,281 # -74,76
2025-07-10 16:31:27,385 # -74,76
2025-07-10 16:31:27,483 # -74,76
2025-07-10 16:31:27,584 # -74,76
2025-07-10 16:31:27,684 # -74,76
2025-07-10 16:31:27,786 # -74,76
2025-07-10 16:31:27,886 # -73,80
2025-07-10 16:31:27,986 # -73,80
2025-07-10 16:31:28,086 # -73,80
2025-07-10 16:31:28,188 # -72,84
2025-07-10 16:31:28,287 # -73,80
2025-07-10 16:31:28,388 # -72,84
2025-07-10 16:31:28,489 # -72,84
2025-07-10 16:31:28,588 # -72,84
2025-07-10 16:31:28,689 # -72,84
2025-07-10 16:31:28,792 # -72,84
2025-07-10 16:31:28,892 # -72,84
2025-07-10 16:31:28,991 # -73,80
2025-07-10 16:31:29,093 # -73,80
2025-07-10 16:31:29,192 # -73,80
2025-07-10 16:31:29,293 # -73,80
2025-07-10 16:31:29,393 # -73,80
2025-07-10 16:31:29,500 # -74,76
2025-07-10 16:31:29,595 # -74,76
2025-07-10 16:31:29,697 # -74,76
2025-07-10 16:31:29,795 # -74,76
2025-07-10 16:31:29,897 # -73,80
2025-07-10 16:31:29,997 # -72,84
2025-07-10 16:31:30,098 # -72,84
2025-07-10 16:31:30,200 # -72,84
2025-07-10 16:31:30,300 # -72,84
2025-07-10 16:31:30,401 # -73,80
2025-07-10 16:31:30,501 # -73,80
2025-07-10 16:31:30,600 # -74,76
2025-07-10 16:31:30,701 # -74,76
2025-07-10 16:31:30,803 # -74,76
2025-07-10 16:31:30,902 # -75,72
2025-07-10 16:31:31,004 # -75,72
2025-07-10 16:31:31,108 # -75,72
2025-07-10 16:31:31,206 # -75,72
2025-07-10 16:31:31,304 # -75,72
2025-07-10 16:31:31,406 # -75,72
2025-07-10 16:31:31,507 # -75,72
2025-07-10 16:31:31,606 # -75,72
2025-07-10 16:31:31,712 # -74,76
2025-07-10 16:31:31,809 # -75,72
2025-07-10 16:31:31,908 # -74,76
2025-07-10 16:31:32,010 # -75,72
2025-07-10 16:31:32,111 # -74,76
2025-07-10 16:31:32,209 # -74,76
2025-07-10 16:31:32,314 # -75,72
2025-07-10 16:31:32,317 # -75,72
2025-07-10 16:31:32,411 # -75,72
2025-07-10 16:31:32,511 # -76,68
2025-07-10 16:31:32,613 # -76,68
2025-07-10 16:31:32,713 # -75,72
2025-07-10 16:31:32,818 # -76,68
2025-07-10 16:31:32,915 # -75,72
2025-07-10 16:31:33,014 # -75,72
2025-07-10 16:31:33,114 # -75,72
2025-07-10 16:31:33,216 # -75,72
2025-07-10 16:31:33,317 # -75,72
2025-07-10 16:31:33,422 # -75,72
2025-07-10 16:31:33,518 # -74,76
2025-07-10 16:31:33,617 # -74,76
2025-07-10 16:31:33,718 # -74,76
2025-07-10 16:31:33,819 # -74,76
2025-07-10 16:31:33,924 # -74,76
2025-07-10 16:31:34,021 # -73,80
2025-07-10 16:31:34,122 # -74,76
2025-07-10 16:31:34,222 # -75,72
2025-07-10 16:31:34,322 # -74,76
2025-07-10 16:31:34,423 # -74,76
2025-07-10 16:31:34,524 # -74,76
2025-07-10 16:31:34,625 # -74,76
2025-07-10 16:31:34,724 # -74,76
2025-07-10 16:31:34,825 # -74,76
2025-07-10 16:31:34,839 # -74,76
2025-07-10 16:31:34,924 # -74,76
2025-07-10 16:31:35,026 # -74,76
2025-07-10 16:31:35,126 # -74,76
2025-07-10 16:31:35,227 # -74,76
2025-07-10 16:31:35,327 # -74,76
2025-07-10 16:31:35,430 # -74,76
2025-07-10 16:31:35,530 # -73,80
2025-07-10 16:31:35,629 # -73,80
2025-07-10 16:31:35,731 # -73,80
2025-07-10 16:31:35,830 # -73,80
2025-07-10 16:31:35,932 # -73,80
2025-07-10 16:31:36,031 # -73,80
2025-07-10 16:31:36,036 # -73,80
2025-07-10 16:31:36,136 # -73,80
2025-07-10 16:31:36,233 # -73,80
2025-07-10 16:31:36,334 # -73,80
2025-07-10 16:31:36,436 # -73,80
2025-07-10 16:31:36,535 # -73,80
2025-07-10 16:31:36,636 # -73,80
2025-07-10 16:31:36,736 # -73,80
2025-07-10 16:31:36,837 # -73,80
2025-07-10 16:31:36,936 # -73,80
2025-07-10 16:31:37,038 # -73,80
2025-07-10 16:31:37,137 # -73,80
2025-07-10 16:31:37,239 # -73,80
2025-07-10 16:31:37,340 # -73,80
2025-07-10 16:31:37,440 # -72,84
2025-07-10 16:31:37,540 # -73,80
2025-07-10 16:31:37,648 # -72,84
2025-07-10 16:31:37,741 # -72,84
2025-07-10 16:31:37,842 # -73,80
2025-07-10 16:31:37,944 # -72,84
2025-07-10 16:31:38,051 # -72,84
2025-07-10 16:31:38,145 # -72,84
2025-07-10 16:31:38,256 # -72,84
2025-07-10 16:31:38,354 # -72,84
2025-07-10 16:31:38,446 # -72,84
2025-07-10 16:31:38,546 # -72,84
2025-07-10 16:31:38,648 # -72,84
2025-07-10 16:31:38,747 # -72,84
2025-07-10 16:31:38,849 # -72,84
2025-07-10 16:31:38,948 # -73,80
2025-07-10 16:31:39,050 # -73,80
2025-07-10 16:31:39,148 # -73,80
2025-07-10 16:31:39,250 # -73,80
2025-07-10 16:31:39,354 # -74,76
2025-07-10 16:31:39,457 # -74,76
2025-07-10 16:31:39,552 # -74,76
2025-07-10 16:31:39,556 # -74,76
2025-07-10 16:31:39,653 # -74,76
2025-07-10 16:31:39,752 # -74,76
2025-07-10 16:31:39,855 # -74,76
2025-07-10 16:31:39,954 # -74,76
2025-07-10 16:31:40,054 # -74,76
2025-07-10 16:31:40,163 # -74,76
2025-07-10 16:31:40,256 # -73,80
2025-07-10 16:31:40,356 # -73,80
2025-07-10 16:31:40,458 # -73,80
2025-07-10 16:31:40,557 # -73,80
2025-07-10 16:31:40,659 # -72,84
2025-07-10 16:31:40,759 # -72,84
2025-07-10 16:31:40,858 # -72,84
2025-07-10 16:31:40,963 # -72,84
2025-07-10 16:31:41,066 # -72,84
2025-07-10 16:31:41,160 # -72,84
2025-07-10 16:31:41,261 # -72,84
2025-07-10 16:31:41,361 # -71,88
2025-07-10 16:31:41,463 # -72,84
2025-07-10 16:31:41,562 # -72,84
2025-07-10 16:31:41,665 # -72,84
2025-07-10 16:31:41,765 # -72,84
2025-07-10 16:31:41,864 # -72,84
2025-07-10 16:31:41,869 # -72,84
2025-07-10 16:31:41,965 # -72,84
2025-07-10 16:31:42,071 # -73,80
2025-07-10 16:31:42,165 # -73,80
2025-07-10 16:31:42,268 # -72,84
2025-07-10 16:31:42,367 # -73,80
2025-07-10 16:31:42,467 # -73,80
2025-07-10 16:31:42,570 # -72,84
2025-07-10 16:31:42,683 # -73,80
2025-07-10 16:31:42,770 # -73,80
2025-07-10 16:31:42,869 # -73,80
2025-07-10 16:31:42,970 # -73,80
2025-07-10 16:31:43,077 # -74,76
2025-07-10 16:31:43,173 # -74,76
2025-07-10 16:31:43,274 # -74,76
2025-07-10 16:31:43,374 # -74,76
2025-07-10 16:31:43,480 # -74,76
2025-07-10 16:31:43,575 # -74,76
2025-07-10 16:31:43,676 # -74,76
2025-07-10 16:31:43,775 # -74,76
2025-07-10 16:31:43,876 # -74,76
2025-07-10 16:31:43,975 # -74,76
2025-07-10 16:31:44,077 # -74,76
2025-07-10 16:31:44,181 # -74,76
2025-07-10 16:31:44,282 # -74,76
2025-07-10 16:31:44,378 # -73,80
2025-07-10 16:31:44,482 # -73,80
2025-07-10 16:31:44,579 # -73,80
2025-07-10 16:31:44,688 # -73,80
2025-07-10 16:31:44,781 # -73,80
2025-07-10 16:31:44,883 # -73,80
2025-07-10 16:31:44,982 # -72,84
2025-07-10 16:31:45,090 # -73,80
2025-07-10 16:31:45,185 # -73,80
2025-07-10 16:31:45,284 # -73,80
2025-07-10 16:31:45,385 # -73,80
2025-07-10 16:31:45,485 # -73,80
2025-07-10 16:31:45,585 # -73,80
2025-07-10 16:31:45,590 # -73,80
2025-07-10 16:31:45,687 # -73,80
2025-07-10 16:31:45,787 # -72,84
2025-07-10 16:31:45,889 # -73,80
2025-07-10 16:31:45,989 # -73,80
2025-07-10 16:31:46,088 # -73,80
2025-07-10 16:31:46,190 # -73,80
2025-07-10 16:31:46,291 # -73,80
2025-07-10 16:31:46,397 # -73,80
2025-07-10 16:31:46,490 # -73,80
2025-07-10 16:31:46,590 # -73,80
2025-07-10 16:31:46,593 # -73,80
2025-07-10 16:31:46,692 # -73,80
2025-07-10 16:31:46,792 # -73,80
2025-07-10 16:31:46,894 # -73,80
2025-07-10 16:31:46,994 # -73,80
2025-07-10 16:31:47,094 # -73,80
2025-07-10 16:31:47,194 # -73,80
2025-07-10 16:31:47,296 # -73,80
2025-07-10 16:31:47,395 # -73,80
2025-07-10 16:31:47,497 # -73,80
2025-07-10 16:31:47,598 # -74,76
2025-07-10 16:31:47,697 # -73,80
2025-07-10 16:31:47,799 # -73,80
2025-07-10 16:31:47,900 # -74,76
2025-07-10 16:31:48,000 # -73,80
2025-07-10 16:31:48,099 # -73,80
2025-07-10 16:31:48,202 # -73,80
2025-07-10 16:31:48,303 # -73,80
2025-07-10 16:31:48,401 # -73,80
2025-07-10 16:31:48,503 # -73,80
2025-07-10 16:31:48,509 # -72,84
2025-07-10 16:31:48,604 # -72,84
2025-07-10 16:31:48,704 # -72,84
2025-07-10 16:31:48,805 # -72,84
2025-07-10 16:31:48,904 # -72,84
2025-07-10 16:31:49,006 # -72,84
2025-07-10 16:31:49,105 # -72,84
2025-07-10 16:31:49,205 # -72,84
2025-07-10 16:31:49,307 # -72,84
2025-07-10 16:31:49,408 # -71,88
2025-07-10 16:31:49,411 # -71,88
2025-07-10 16:31:49,507 # -71,88
2025-07-10 16:31:49,623 # -72,84
2025-07-10 16:31:49,710 # -72,84
2025-07-10 16:31:49,811 # -72,84
2025-07-10 16:31:49,911 # -72,84
2025-07-10 16:31:50,010 # -72,84
2025-07-10 16:31:50,112 # -72,84
2025-07-10 16:31:50,212 # -72,84
2025-07-10 16:31:50,312 # -72,84
2025-07-10 16:31:50,412 # -72,84
2025-07-10 16:31:50,514 # -72,84
2025-07-10 16:31:50,614 # -72,84
2025-07-10 16:31:50,715 # -72,84
2025-07-10 16:31:50,816 # -72,84
2025-07-10 16:31:50,916 # -72,84
2025-07-10 16:31:51,021 # -72,84
2025-07-10 16:31:51,117 # -72,84
2025-07-10 16:31:51,221 # -72,84
2025-07-10 16:31:51,319 # -73,80
2025-07-10 16:31:51,420 # -72,84
2025-07-10 16:31:51,527 # -73,80
2025-07-10 16:31:51,620 # -72,84
2025-07-10 16:31:51,720 # -73,80
2025-07-10 16:31:51,824 # -73,80
2025-07-10 16:31:51,922 # -73,80
2025-07-10 16:31:52,022 # -73,80
2025-07-10 16:31:52,127 # -73,80
2025-07-10 16:31:52,229 # -73,80
2025-07-10 16:31:52,324 # -73,80
2025-07-10 16:31:52,425 # -72,84
2025-07-10 16:31:52,525 # -73,80
2025-07-10 16:31:52,628 # -73,80
2025-07-10 16:31:52,727 # -73,80
2025-07-10 16:31:52,826 # -72,84
2025-07-10 16:31:52,927 # -73,80
2025-07-10 16:31:53,027 # -73,80
2025-07-10 16:31:53,128 # -73,80
2025-07-10 16:31:53,229 # -73,80
2025-07-10 16:31:53,330 # -73,80
2025-07-10 16:31:53,431 # -73,80
2025-07-10 16:31:53,529 # -73,80
2025-07-10 16:31:53,633 # -73,80
2025-07-10 16:31:53,733 # -73,80
2025-07-10 16:31:53,832 # -73,80
2025-07-10 16:31:53,932 # -73,80
2025-07-10 16:31:54,032 # -73,80
2025-07-10 16:31:54,140 # -73,80
2025-07-10 16:31:54,235 # -73,80
2025-07-10 16:31:54,336 # -73,80
2025-07-10 16:31:54,435 # -73,80
2025-07-10 16:31:54,536 # -73,80
2025-07-10 16:31:54,636 # -73,80
2025-07-10 16:31:54,738 # -73,80
2025-07-10 16:31:54,838 # -74,76
2025-07-10 16:31:54,939 # -74,76
2025-07-10 16:31:55,038 # -74,76
2025-07-10 16:31:55,044 # -74,76
2025-07-10 16:31:55,141 # -74,76
2025-07-10 16:31:55,240 # -74,76
2025-07-10 16:31:55,341 # -74,76
2025-07-10 16:31:55,440 # -73,80
2025-07-10 16:31:55,542 # -74,76
2025-07-10 16:31:55,643 # -74,76
2025-07-10 16:31:55,742 # -74,76
2025-07-10 16:31:55,845 # -74,76
2025-07-10 16:31:55,943 # -74,76
2025-07-10 16:31:56,046 # -74,76
2025-07-10 16:31:56,145 # -73,80
2025-07-10 16:31:56,247 # -74,76
2025-07-10 16:31:56,347 # -73,80
2025-07-10 16:31:56,447 # -73,80
2025-07-10 16:31:56,547 # -73,80
2025-07-10 16:31:56,649 # -74,76
2025-07-10 16:31:56,754 # -73,80
2025-07-10 16:31:56,759 # -73,80
2025-07-10 16:31:56,849 # -73,80
2025-07-10 16:31:56,951 # -73,80
2025-07-10 16:31:57,050 # -73,80
2025-07-10 16:31:57,152 # -73,80
2025-07-10 16:31:57,251 # -73,80
2025-07-10 16:31:57,353 # -73,80
2025-07-10 16:31:57,453 # -73,80
2025-07-10 16:31:57,555 # -72,84
2025-07-10 16:31:57,653 # -72,84
2025-07-10 16:31:57,755 # -73,80
2025-07-10 16:31:57,862 # -73,80
2025-07-10 16:31:57,955 # -72,84
2025-07-10 16:31:58,056 # -73,80
2025-07-10 16:31:58,156 # -72,84
2025-07-10 16:31:58,258 # -72,84
2025-07-10 16:31:58,358 # -73,80
2025-07-10 16:31:58,465 # -72,84
2025-07-10 16:31:58,560 # -73,80
2025-07-10 16:31:58,569 # -72,84
2025-07-10 16:31:58,660 # -72,84
